Pair,p-value
CHD-ALLE,0.04070875520306618
O-PSA,0.04072322713479995
EW-EFX,0.04072940738555521
NDSN-RVTY,0.04074003522887839
NDSN-RVTY,0.04074003522887839
CI-TRV,0.04074230852604573
CTSH-DLTR,0.04074821406029411
SRE-EVRG,0.04075861680772396
LYV-MPWR,0.04077205352521961
SBUX-UHS,0.040776410521568496
ADSK-MAS,0.04077898035803063
MCO-CRWD,0.040779715404145774
MET-KKR,0.04078042984164842
BRK.B-PAYX,0.04078393541222683
CDW-WAT,0.04079794358654014
VLO-NVR,0.04080452669813101
LMT-PKG,0.04080699457993827
CCI-ZBH,0.04081716426308893
SRE-CTSH,0.04081738330451593
CMG-MU,0.040829480341753134
ADSK-VRSN,0.04086050908347118
DLTR-OMC,0.040874619302132265
NTRS-PKG,0.04088976997970671
DECK-MU,0.04089385860895338
EA-DTE,0.04089442388096017
PNW-KMX,0.040913669422514995
ITW-LOW,0.04091502531780533
DOV-DRI,0.040925528402912054
STE-AVY,0.040934045298926615
BBY-CPT,0.0409619872149262
PPG-NKE,0.04096436522114619
STE-POOL,0.04096444941323861
K-DVA,0.04096809371877891
VICI-LH,0.04097433510283762
CSGP-ACN,0.04097575217482515
SHW-A,0.04098443495638661
VMC-DE,0.040997397665456674
MDLZ-ED,0.0409980479447997
EXPD-TRMB,0.04100056021065308
ITW-WEC,0.04100755908979692
HUM-BBY,0.041030289783340085
MSI-VRTX,0.04104331219836776
PAYX-AMGN,0.041067900675218004
ITW-ADSK,0.041070481092479204
FDX-EVRG,0.04109065257574451
MSI-DHI,0.04109365524807643
MET-DOV,0.04109655049497057
STX-SCHW,0.04110736893098416
HCA-WSM,0.041118143559654124
IDXX-TTWO,0.041119831709703375
ADBE-MU,0.04112017766739481
PLD-DGX,0.04117324075209397
PAYX-IDXX,0.04117896840755572
LMT-EA,0.041181031030532174
HD-ACN,0.0411847306171639
PEG-DE,0.04118539945151725
WDAY-AMGN,0.041203334173478996
VMC-TYL,0.04122158452057696
DLTR-ULTA,0.04122389184872404
MCO-HCA,0.04122980418604626
A-MKC,0.041230120390565804
EOG-UHS,0.04125629675364816
TSCO-NVR,0.04127188317857088
NVR-AMGN,0.0412828365002217
ICE-LII,0.04128382167609695
AAPL-CARR,0.04130231641323713
GOOGL-JCI,0.04130655931564166
MOH-ADI,0.04130956772367826
JPM-STX,0.04131984209637543
WDAY-CPAY,0.04133504665306822
IT-CINF,0.0413458350898075
DLR-MU,0.041347709706111936
ED-STX,0.04135186279783284
BLK-AMGN,0.04135958706582045
SHW-HCA,0.04141171515356058
ES-CMCSA,0.04141471841657159
ECL-PKG,0.041417672065144504
ON-FDS,0.041421204315734476
ON-TPL,0.041424140955015225
SO-AZO,0.04143521026072832
PTC-LII,0.04144016437988942
CLX-INCY,0.04144698130212474
DUK-XEL,0.04146695074635476
MA-UBER,0.041476308006218626
FDX-LH,0.041477150694470916
KDP-WEC,0.041496285122152504
ROK-QCOM,0.04149750095063633
EG-DVA,0.04149984450363307
REGN-OKE,0.04152114071576419
ROST-VRSK,0.041527003478510315
VRSN-ADBE,0.041535603969849566
DHI-AIZ,0.041537619373817426
STX-BRO,0.04153764156113727
VICI-DHR,0.04154238881131423
O-OMC,0.04154922610950088
EMR-VRSK,0.041551752273051155
PG-EG,0.04155553416954633
EQIX-BALL,0.04155838994348565
COO-QCOM,0.04156184383763568
AAPL-BX,0.04157729904789323
HUM-ADM,0.04158265240138874
V-DUK,0.041599745274985
DLR-DPZ,0.041601558894329614
SO-MCO,0.0416043224811739
ICE-BSX,0.04161079605829341
EL-APTV,0.04161919380225875
CSX-SCHW,0.0416194482490076
NOC-ACN,0.04162036748502069
CARR-BR,0.04162964331591141
KDP-KHC,0.041630066464157324
VLO-AMGN,0.04163728300692188
ED-ACN,0.041642028455034556
MLM-IRM,0.04164291270037638
JNJ-CPT,0.04164301538333759
DRI-ULTA,0.041658072320205373
K-CTRA,0.041660653160741634
SBUX-GPC,0.0416715064374148
PKG-PANW,0.041679571814670725
ZBRA-LNT,0.04168911223074976
HOLX-AIZ,0.04168980624775929
ADBE-DHR,0.041690815422188235
EW-UNP,0.04169766892948219
MA-ISRG,0.04170674956083233
STX-PTC,0.04171564401446256
BRO-PHM,0.041720023275055126
CI-DGX,0.04174022616301651
ORLY-AZO,0.04175646355204818
ULTA-SNA,0.041770812724611334
MET-ALL,0.041782525366627854
PG-ED,0.04179730736974433
ROL-BKNG,0.04179730891565356
PEG-FFIV,0.041810556677072515
JNJ-RMD,0.0418122563087808
MNST-DGX,0.04181921820186051
APD-RVTY,0.04184143766388378
APD-RVTY,0.04184143766388378
SBUX-PPG,0.041850454764719006
ITW-VRSK,0.041870789504639655
MKC-CNC,0.04187616030879642
O-CHTR,0.04188153957798482
A-INVH,0.04188455600445797
FAST-CMI,0.041907861783502726
PODD-DPZ,0.04190891771939214
ERIE-DPZ,0.04191660479393279
PCAR-BLDR,0.041922605765669245
MOH-LOW,0.04193481547897621
GOOG-RSG,0.04194337344648991
WSM-WELL,0.041944600073663685
LMT-TYL,0.04196229743169845
COST-APH,0.041963098066061015
DUK-BX,0.04196404128777856
EFX-DVA,0.041965258021609525
NOC-LNT,0.041967689158664084
WDAY-DHR,0.04197701508446804
TSLA-NDSN,0.04198756873610909
DUK-LOW,0.04200669026249052
COST-LDOS,0.04202819382389886
VICI-ULTA,0.04205120611080782
CDNS-AZO,0.04206988765976134
MCHP-ON,0.042075740092387424
JPM-CBRE,0.04207771213579683
SO-BR,0.042086922022989935
J-BX,0.042102362840969056
FDS-SCHW,0.04210547377313471
VICI-MOH,0.04211990973731799
ABBV-LOW,0.04212547195573742
CTAS-ERIE,0.042130741883842
WRB-KLAC,0.04213818836946882
LHX-EW,0.04213968920611473
CL-KMB,0.04214563246290577
HCA-SYK,0.042156058378058844
EMR-WAB,0.04215921367829823
VST-NI,0.04216611743016866
TRMB-AMGN,0.04216757269846891
NXPI-CINF,0.042191609397165146
SBAC-GPN,0.04219304062237249
TSLA-ROK,0.04219377312194143
CEG-SYF,0.042200422833494775
NFLX-CBRE,0.04221120807311476
HUBB-BKNG,0.04222186324037219
EVRG-JKHY,0.04222730641641768
TTWO-EFX,0.04225003371076048
MTB-CINF,0.04225158546061964
CDNS-AMAT,0.04225766333641642
IEX-RVTY,0.042261612499514545
IEX-RVTY,0.042261612499514545
JNJ-AIZ,0.042284249460920235
TSLA-DPZ,0.04228537069546863
JPM-WM,0.04228858651498055
WDAY-SYY,0.04229773532991409
ACGL-BRO,0.0423106903727589
EOG-DLTR,0.042320761241767216
CL-DLTR,0.0423238243323362
PG-WDAY,0.04235574545194201
ITW-CB,0.04236164841922537
EL-CZR,0.04236205461860694
ITW-SYY,0.04237015325453545
KEYS-DTE,0.0423734488894731
MTD-TDY,0.042376309514176584
WAT-SNA,0.04237927175497999
OTIS-CB,0.04238020668978241
SHW-HON,0.04239025133556074
TSLA-TEL,0.0423955448269218
DUK-ALL,0.042396199707190226
WEC-BLK,0.042400817719116426
UPS-ARE,0.04241330394594589
MKTX-MDT,0.04241433797427524
LDOS-VRTX,0.042419169156662974
PG-HSY,0.042420705469933206
STX-AMGN,0.04244668899204216
QCOM-ADBE,0.04245549469650598
ALL-TJX,0.04246068229865033
MPWR-L,0.04246666171009352
TER-JKHY,0.0424780198239888
AME-TPL,0.042479776415207726
VLO-WTW,0.042481824291179936
TEL-EFX,0.042498760943964244
NXPI-TXT,0.04250968675459057
EA-ED,0.04251721318641408
PNC-SRE,0.042524049295962756
FFIV-FOX,0.042526605815455136
MMC-IT,0.04252779158498766
ITW-HOLX,0.04253530535051536
DPZ-FDS,0.04255113426851702
CL-KMX,0.04256508347268593
DTE-AIZ,0.04256750427124619
WEC-ULTA,0.042570191212361067
PNC-VMC,0.04257169352130164
ITW-TXN,0.0425768515778632
HD-MMC,0.04260071694453923
AIZ-LRCX,0.04260299674116391
JNJ-EBAY,0.04262650318912908
PAYX-DPZ,0.042627345926106806
CARR-PKG,0.04263275284395729
CDW-TMO,0.042635663862267095
EMR-AIZ,0.04263695070332042
XEL-ZBRA,0.04269120734712638
GLW-STX,0.04269156955587135
FCX-VICI,0.04270395497336515
BBY-CNC,0.042708327920862245
ED-DPZ,0.04271055870897226
MAR-DPZ,0.04271271208965601
MAR-CPRT,0.04273567353287128
NFLX-PGR,0.04273744693902804
AEP-ADI,0.04274506778198794
LYV-BRO,0.04274616882670827
MDLZ-EXPE,0.04277268218544667
K-HSIC,0.04277953723354324
HCA-ISRG,0.04279631506613844
MCO-SCHW,0.04279659367695744
PAYX-ULTA,0.042802418536524944
IPG-ACN,0.042803110986807835
RSG-DE,0.042807270496663566
CTSH-OMC,0.04280934414989118
DLR-ERIE,0.042830568146345165
PKG-FDS,0.042855872749954046
A-DTE,0.04288133873462584
PG-RJF,0.04288554273796597
WDAY-PCG,0.04292104833698811
MMC-MAS,0.042922284743803975
PAYX-TER,0.042944244833197025
PNC-TMO,0.04295014398752262
RMD-BRO,0.04296099108759958
AEP-VLO,0.0429686276579531
MCK-TPL,0.042978028168618385
PAYX-DRI,0.042989718476349435
GL-SCHW,0.04299037961632918
RTX-CAT,0.04299634352490459
FICO-MLM,0.04301171256156742
ADM-ACN,0.043012777404083304
EW-GL,0.04301579852807046
ORCL-KLAC,0.04301739091549931
TER-DE,0.04302417672793793
ECL-APD,0.043026654722112076
MAR-AEP,0.04303484307022215
YUM-VICI,0.0430391530115337
GLW-WTW,0.04304046513340615
DLR-LH,0.04305078107483577
TXN-MU,0.04305987317409083
AIZ-RVTY,0.043067611620939084
AON-HON,0.04312452523929131
PNC-EXPD,0.043150239918877266
USB-BAX,0.04315183652047497
CTAS-MSI,0.04316339683178921
NOC-TEL,0.043183981466122186
CVS-IFF,0.04322152754004775
IDXX-TPL,0.04323009619668967
VLO-ROK,0.0432469622984391
MAR-TYL,0.043252710847798415
ELV-LOW,0.04326316977281424
TSN-HSIC,0.04326769236813596
WM-VRSK,0.043291656476259835
EOG-WDC,0.043296334350006224
CVS-GIS,0.0433034516343994
CI-VLO,0.04330378898475168
RSG-BKNG,0.04330587600353366
TDY-DRI,0.04330960211025936
MTD-AMGN,0.04333543733481328
FDX-DLTR,0.043355284477837895
EXR-UNP,0.04336185626892029
EQIX-PNW,0.0433647827745506
STE-MAS,0.04336958960271197
TTWO-SCHW,0.04337677414530354
AMP-BX,0.043398579183175544
JCI-RJF,0.04340501447745066
REGN-PSA,0.04340701479515909
MTB-SJM,0.043408663337041374
MNST-XYL,0.043409058949218315
MSI-LDOS,0.04340917626232823
NI-AMGN,0.043417900772765694
CSX-PEG,0.04342141770418396
TSLA-DXCM,0.04342971877121649
MLM-STX,0.04345456729981024
KMB-WEC,0.04345918394859926
UHS-HSIC,0.043464749537350904
MDLZ-IDXX,0.043468861838486604
FDX-SJM,0.0435146394704639
CMI-LH,0.04351560343324353
NXPI-ALL,0.043545137999360425
ROK-DE,0.043546517894919944
DELL-WSM,0.04354861547349564
AEP-AME,0.04355860982505827
MTB-EG,0.043569974004529714
ROP-CB,0.043579725134059374
AMP-ACGL,0.0435862911714667
OMC-JKHY,0.04360544260490468
JCI-PGR,0.04362634885448504
ALLE-LRCX,0.043634119106121624
XYL-TDY,0.04363669394147892
MMM-D,0.043649281078324075
HOLX-AMGN,0.043657794670194164
DPZ-APA,0.043664516511488796
EBAY-CMS,0.04367103456980952
CDNS-HLT,0.04367180598478154
LMT-KEYS,0.0436742360799244
EA-ALLE,0.04367569814350097
SO-LII,0.043681245625040076
CCI-CMCSA,0.04368334142051659
HII-APA,0.04369283303241591
DGX-FDS,0.043702878349402265
PWR-AXON,0.04371247749705402
EMR-ANET,0.04373518069821088
TSLA-MOH,0.04374195985858638
MCO-EMR,0.043758427891231994
CL-GL,0.0437648466226544
PNC-EG,0.04376589748372268
MCK-ANET,0.0437700297603087
PAYX-STE,0.04377275514301103
KMB-JBHT,0.04378065733644363
ED-COO,0.0437845938845163
TSLA-PGR,0.043785616342427995
AME-STX,0.04380036780673378
PCAR-NVR,0.0438086836237775
EMR-TKO,0.043813712112812674
PTC-MAS,0.04382188464870606
PLD-CDW,0.0438444323411951
APD-JBHT,0.043850922192938825
CTVA-KR,0.04386583242394353
CHD-DGX,0.043878109570956864
AAPL-ALL,0.043904549103820315
ON-EG,0.043915453261250556
ROK-SCHW,0.043916557689636856
IDXX-XYL,0.04392007087544578
ROL-LH,0.04393060230944754
PEG-CINF,0.043936186694951675
PPG-CAG,0.043939365177158456
SBUX-O,0.04394822843717206
STZ-OMC,0.04398428067562478
RMD-ADI,0.04398537934089314
TSCO-IT,0.04399870159507987
RSG-AZO,0.04399945935783434
CL-XYL,0.044014781986505686
LYV-AIZ,0.04403090705356671
AXON-TPL,0.044036526355917024
ELV-ROK,0.04403845962636733
CEG-WMB,0.04405080864303961
JPM-TDG,0.04405962476890777
AON-ADSK,0.04407160019770358
TXN-SPGI,0.044093663247352324
TSLA-TER,0.04411590429215931
RMD-WEC,0.04411724328433628
TYL-ADI,0.04413365391104739
HOLX-TMO,0.04413557376933931
ERIE-EG,0.04414445458328288
K-EIX,0.04415334704741607
DUK-STE,0.04415544212400798
WDAY-DGX,0.04415715809781542
AFL-CBRE,0.04417644156648989
WDAY-LNT,0.04418559856468685
DXCM-CHD,0.04419396084083709
PTC-CB,0.04421729248872672
CVS-WDC,0.044221231987149834
PLD-HUM,0.04422461233200512
ROK-ACN,0.04422605313859079
AWK-ZBRA,0.044229770602748214
NSC-XYL,0.044238554887287646
MDLZ-WTW,0.04426033489601612
MAS-AMGN,0.04426272445966205
HCA-BR,0.04426562649566687
AEP-SPGI,0.04426639748870518
USB-LHX,0.04426721265698174
TMO-AMGN,0.04427128904359007
EXPE-HON,0.04427969764355049
PTC-STLD,0.04428095614289771
PNC-XYL,0.04428290154382152
RMD-LRCX,0.04429997288322937
JNJ-PKG,0.04430985359691146
PEG-BKNG,0.04431641154046822
HD-PG,0.04431693533664012
TYL-VRTX,0.04433108673188179
CSX-INVH,0.0443347837009009
AON-ULTA,0.04434361015283305
VRSN-DHR,0.04435825223677523
GOOG-LDOS,0.044358479305385466
A-TDY,0.04436836446744074
DUK-GPC,0.04437971246918122
AMZN-AEP,0.04438505120412378
ROL-WAT,0.044388427824677654
PG-MAA,0.044395112456866406
SBUX-PNC,0.044397957488983224
HLT-LDOS,0.044403024217873246
LULU-CDW,0.04441499206089089
EW-CSGP,0.04441602192659943
MSI-SNPS,0.044420816856622206
APD-DLTR,0.044432261603861906
ROP-NEE,0.044443099473964055
ROK-NDSN,0.04444597249761976
AMT-CSGP,0.04445375471671099
VLO-IT,0.044461967031157096
WDAY-PEG,0.04447866534447554
CSGP-LULU,0.04448099086941833
PLD-IEX,0.04448165652048116
DXCM-DPZ,0.04448764102705828
RSG-SYK,0.04449358342618293
A-AIZ,0.044514055641540595
MET-BLK,0.0445213521835567
DELL-CL,0.04452253660279122
FDX-DPZ,0.04455214447723441
ED-HUBB,0.04455328653689968
MET-DE,0.044571604952061895
NTRS-UNP,0.04460589576338504
KDP-A,0.04460820218044499
OKE-AOS,0.04462216573108007
WEC-EXPE,0.04462319885175902
PCAR-LDOS,0.04462606381453315
ALL-PKG,0.0446289043048996
COF-ADP,0.044630501711408976
NXPI-NDSN,0.044633875037919754
CTAS-BX,0.044636683263897615
LHX-AWK,0.044646064568103466
WDAY-EFX,0.04465000274780187
DTE-CPAY,0.04465197046557881
OTIS-BLDR,0.04466283406346589
VRSN-NVR,0.044672483718731136
FDX-GPC,0.044683250029158274
A-JBHT,0.04471574864873594
TRV-AFL,0.044723875983458096
PLD-TXN,0.0447491804628822
MNST-QCOM,0.04476039583225004
JPM-URI,0.04477839477664983
OKE-PNW,0.044791215265540286
STZ-PPG,0.044819798757196
GOOG-FTNT,0.044825669197563256
VLO-LNT,0.04484151580049649
VMC-OTIS,0.04485146175206558
JPM-ROL,0.04485688897136711
CSX-RVTY,0.04486121175637162
CSX-RVTY,0.04486121175637162
PCAR-STX,0.04486970486699873
PEG-PNR,0.04488552687005209
HWM-NRG,0.04490109724455745
HON-LOW,0.044911599103366014
AMP-SNPS,0.044916212842814864
AZO-STX,0.04492688860586683
OMC-CMCSA,0.04492776395124123
GOOG-PAYX,0.04493079740989139
ROST-EG,0.04493239489552851
CI-CB,0.044941229211757104
ALGN-AKAM,0.04494704894755492
MA-DOV,0.04495027564166014
MDLZ-EW,0.04496425363292012
PNC-DOV,0.04496959751131168
TRV-PTC,0.04498178571348796
BR-ISRG,0.044983848113720734
MPC-PCAR,0.044992914346431705
SBUX-ROK,0.04501637445650828
HCA-LYV,0.04501670734565813
DLR-SYY,0.045021717999211876
TRV-NDAQ,0.04503546485221787
IQV-WAT,0.04503843745126201
CSGP-LNT,0.04504902218819498
ESS-UHS,0.04505196944670845
MTB-EXPE,0.045054209612953845
MKC-EVRG,0.04506993249270664
DXCM-MAA,0.04507844630335035
ELV-CSX,0.045084277616175145
RJF-PTC,0.045126803848808315
TRV-CINF,0.04514349997707504
EOG-GPC,0.04514415893563959
NOC-TTWO,0.045150193967836955
SRE-IQV,0.04517872245719291
O-HUM,0.04521286468854064
TDY-MU,0.04523836033430529
TRV-SCHW,0.04524469478581628
PYPL-CMCSA,0.045247603416542825
CL-WAT,0.0452510977916238
ELV-POOL,0.04525966148618061
ABBV-DHI,0.045264246924200564
DRI-BX,0.0452686033356649
CI-CSGP,0.045283835927937714
PG-DVA,0.04528759467417931
DLTR-AOS,0.04530625492810893
ECL-HON,0.04531694007298499
DGX-ERIE,0.04531979099072724
WM-URI,0.0453278458499711
DOV-DPZ,0.04536033655431121
AIZ-CB,0.04536423697317212
ECL-WTW,0.04536749965800014
HSY-ODFL,0.04537070915032399
MCHP-MKC,0.04537271662025377
ROK-RVTY,0.0453737779403371
ROK-RVTY,0.0453737779403371
TGT-TER,0.04538590593595697
PLD-IDXX,0.04538675338958625
DGX-ISRG,0.045403912294183
CHTR-ARE,0.045404009992122574
ZTS-CHRW,0.04540814423846491
CSX-AIZ,0.04541151041520389
NXPI-WTW,0.04543058923073698
EOG-EIX,0.04543500220414466
MNST-PEG,0.04543793638337776
AMGN-ADI,0.045442993791603666
BRK.B-ICE,0.04547912216452706
DECK-TKO,0.04548889401133524
CTAS-LDOS,0.045501302878044575
AMZN-DOV,0.045502003605817784
IRM-BLDR,0.0455203387879337
CEG-WRB,0.0455418119175323
MCO-MU,0.04554527111357573
DUK-ERIE,0.045551933478243996
GOOGL-STX,0.04557458653068674
A-LULU,0.045578856575417354
HUM-TECH,0.04558483063044661
CSGP-SCHW,0.04558681478474082
DHI-TDY,0.04559228442636201
MTD-HOLX,0.04560086545164479
BLDR-LRCX,0.04561469041519031
CINF-TRMB,0.04562210762542427
TPL-WELL,0.04567394786821126
MNST-VICI,0.04568971876109397
EQIX-ADBE,0.04570919094042885
ROST-VRSN,0.04572188699842206
EQIX-OKE,0.04572541262642839
GOOG-ALL,0.04572914758456141
ACGL-WSM,0.0457415497726282
MKC-MAA,0.04575390240019585
PSA-KMX,0.04577773205059818
KEYS-FDS,0.045829315683288505
ABBV-BRO,0.04584610111703886
WDAY-CMS,0.045859194106933385
REGN-COO,0.04589192403473001
CBOE-PKG,0.045893194206647475
FICO-RJF,0.045894942947430566
MTD-JBHT,0.04591780261096617
ED-MTD,0.04592235400714028
AZO-ERIE,0.04592600264744081
CPT-KMX,0.04593772716100513
ADM-MOH,0.045945399288233844
AMZN-XYL,0.045947176016682176
STX-VRTX,0.045980770527929926
ABBV-PFG,0.04599345203079477
GOOG-NVR,0.04599961608759637
MCK-JBL,0.04601562804590533
AFL-NTAP,0.04603309794839386
AEP-CMI,0.04605597730596002
ULTA-AOS,0.046056332702216755
CSX-ACN,0.046056730257736544
ZBRA-AMGN,0.04606607495692717
DTE-NTRS,0.04606765509877684
BBY-UDR,0.04608390920718848
DECK-SPGI,0.046088564230702816
CHD-AOS,0.04609121633081642
PNC-FFIV,0.04609292325271855
WDAY-ROL,0.04609624990594249
MSFT-ALL,0.04611092725301737
ORLY-GWW,0.04611192103470363
SCHW-BX,0.04612041468691002
JCI-NDAQ,0.04612737027345527
TSLA-AIZ,0.046142782419876995
EMR-APH,0.046145233236623374
ULTA-CMS,0.04617717799075118
AEP-LYV,0.046185625513181915
TSCO-SCHW,0.04620088975402775
CEG-APTV,0.046218497803026656
MDLZ-HSY,0.04624034637193495
MPC-BLDR,0.046245276491599055
TSLA-RSG,0.046253828900224316
RSG-FAST,0.046255013462766996
BR-COF,0.04625694019342146
ORLY-ERIE,0.04626448473669616
EA-HII,0.04626696912588154
WMT-BKNG,0.04631452281633079
EQIX-NI,0.04633040662765182
OXY-BEN,0.04633173242676498
MPWR-PKG,0.046369311249802724
TT-ANET,0.04637378030498432
MSFT-AAPL,0.046379100457229545
DUK-CBRE,0.046387912671809806
O-PPG,0.046390573439633785
MPWR-OTIS,0.046404433461362644
AVY-AIZ,0.04641462456465351
SCHW-NEE,0.046430255246165855
PPG-BALL,0.0464304713055317
CSX-KEYS,0.04645272664570678
HD-DE,0.046491273448135584
PEG-PANW,0.04649450378502917
NXPI-EG,0.04649622074031692
XYL-PKG,0.046503760566647415
ROP-A,0.046513900168210776
DUK-IDXX,0.04652722393141128
PCAR-AMP,0.04652814855748452
OKE-WEC,0.04656179686006952
LNT-EVRG,0.04656934237719926
ABBV-DRI,0.04657386844683746
FDX-NDSN,0.046580777681653654
MO-WDC,0.0465864753238204
TTD-WBA,0.046590004921847054
DRI-PNR,0.04661958589774144
A-HOLX,0.0466300799270707
ED-ADP,0.046650625416699974
ABBV-SYK,0.046651520226002524
FISV-DECK,0.046661411045173254
LH-SNA,0.04666396927808003
MSCI-MTD,0.04666468640562813
HOLX-CPT,0.046694431811617206
AMT-MDT,0.04669509893245166
BRK.B-JCI,0.04670372274065266
GOOGL-COR,0.0467186962763777
NDAQ-ADI,0.04672515757966819
MNST-A,0.0467265216794278
EA-ULTA,0.04672858969340925
WST-HON,0.04673020075864567
MNST-BR,0.04675123324703498
SYY-SCHW,0.04676642883252526
USB-NI,0.046769826482093074
WEC-COO,0.04677323104247962
LDOS-UBER,0.046776266828042895
HLT-CBOE,0.04680886201679573
REGN-KMB,0.046826696547157265
LMT-BDX,0.04684246802631044
ABBV-PWR,0.04685556352103902
STX-LII,0.046870213560294124
MCO-TYL,0.04687797727372024
AMP-STX,0.046881625658207624
LNT-RVTY,0.04688236524073744
LNT-RVTY,0.04688236524073744
EFX-J,0.046894937246569963
KO-ABT,0.04690225555484098
MAR-LRCX,0.046907576329854414
TTWO-MAS,0.046911386932186466
NSC-DHR,0.04691892369836214
BRO-LEN,0.046924186654374665
GWW-LRCX,0.04695244624551872
PSA-SJM,0.04695373423541089
MNST-TXN,0.04696481634472206
TSLA-AVY,0.046982356033978566
BRK.B-SHW,0.047005507618229726
CARR-KKR,0.04701053718552617
DOV-CHD,0.04701234543339472
TSLA-SCHW,0.04702644484344676
HD-CPRT,0.04703547729680776
YUM-SNA,0.04704868381526125
YUM-ACN,0.04705303143244482
BRK.B-COST,0.0470532235130389
V-NDAQ,0.04706923797595526
A-SBAC,0.047076101562172824
J-VRTX,0.04707748359544678
XEL-CHD,0.04707887211547595
GOOGL-AME,0.04708077809823257
NVDA-JBL,0.047104592406899154
ORCL-GWW,0.047105269330586896
ECL-PEG,0.047123573185786576
DXCM-MKC,0.047129956525248706
AEP-AOS,0.04713146707727633
TDG-AMP,0.047153645107209166
CI-ODFL,0.04715707946803897
EQIX-MAR,0.047177309694404895
STLD-ISRG,0.047193890621854716
LYV-PGR,0.04719959512054982
MSCI-CSGP,0.04720288647279411
ROST-MKC,0.04721666426398912
NSC-HSY,0.04721667339777013
SYY-XYL,0.04721898247985553
NUE-BRO,0.04722468285354795
CPRT-OTIS,0.04724014676017814
CI-STE,0.047246860391141975
DGX-DVA,0.04724897408979173
TSLA-ALL,0.04725506994005174
TKO-VRTX,0.047260117132919575
LDOS-DECK,0.047282806474526935
APD-EG,0.0472991151297298
MNST-DOV,0.04732134731207763
BALL-SWKS,0.04732400341250808
DHI-CB,0.047333040082315495
KEYS-AEE,0.04733345456313861
MAR-FAST,0.04733587339643288
TSLA-ORLY,0.047338212083194574
MMC-AIZ,0.047347713775349465
WEC-KHC,0.047367068908335676
VLO-EA,0.04736764019239932
DVA-WELL,0.047379448112150335
RMD-LNT,0.04738434436897419
DRI-RVTY,0.04738981928389102
DRI-RVTY,0.04738981928389102
BRK.B-ALL,0.04740424745463098
NSC-SBAC,0.04741632151929825
IDXX-VRSN,0.04741949313053235
MCHP-CNC,0.04742265602977018
DTE-UHS,0.04743967653163642
EXR-TER,0.047445766986359786
CMG-PGR,0.04745200502861279
CMI-BKNG,0.04745469576393532
TGT-ALGN,0.047455636725314526
ALL-TTWO,0.0474601066369916
HAS-SWK,0.04746636265508206
SLB-PAYC,0.04747645619611403
EA-AIZ,0.04747736283913162
SYY-CLX,0.04747760328854604
SCHW-LRCX,0.0475344496964643
JNJ-BALL,0.04754127062219388
PEG-TKO,0.04754416105926557
DTE-FFIV,0.04755142754284444
CI-HSY,0.04755182486132067
NOC-CHD,0.04755479173076885
A-COO,0.047556549298326034
AAPL-J,0.04755756729340463
KDP-MTD,0.04755922969533518
MMC-LOW,0.0475706238320427
CCI-PPG,0.04757386867455398
BRK.B-WAB,0.047589085221934516
OKE-OMC,0.04759059322493561
CTAS-PTC,0.04759413792167904
ADSK-SYK,0.04759436183724919
NDAQ-LDOS,0.04759924225703272
CSX-ADSK,0.047608785688837585
STZ-HSIC,0.047609089130243996
CBOE-APH,0.04761035971322274
LMT-AIZ,0.04761084861201454
CARR-DVA,0.04761692826675299
MDLZ-QCOM,0.04765002587516423
KKR-WELL,0.04765070170778615
ALGN-SWKS,0.04765336109704463
SRE-LH,0.0476667684263087
MDLZ-LNT,0.04768824028393917
FTNT-BRO,0.04771252989564757
AMD-LIN,0.047715601860449354
CI-HOLX,0.047720475807706206
SCHW-HON,0.047737409614784246
TTWO-SYK,0.04775010330818933
KEYS-INVH,0.04777343155576823
